MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1352480	Igfbp7	insulin-like growth factor binding protein 7	5		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:96533	Ihh	Indian hedgehog	1		extracellular matrix			IDA		J:71184 	
MGI:98427	Il1rl1	interleukin 1 receptor-like 1	1		extracellular matrix	is a part of rib	PR:P14719-2	IDA		J:23635 	
MGI:1270855	Il16	interleukin 16	7		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1926876	Impg1	interphotoreceptor matrix proteoglycan 1	9		interphotoreceptor matrix			IDA		J:288311 	
MGI:3044955	Impg2	interphotoreceptor matrix proteoglycan 2	16		extracellular matrix	is a part of pigmented retinal epithelium		TAS		J:90670 	
MGI:3044955	Impg2	interphotoreceptor matrix proteoglycan 2	16		interphotoreceptor matrix	is a part of retina		IDA		J:288311 	
MGI:96572	Ins1	insulin I	19		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:96573	Ins2	insulin II	7		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1346085	Insl5	insulin-like 5	4		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:96605	Itga6	integrin alpha 6	2		basement membrane	is a part of salivary gland|is a part of pancreas		IDA		J:46802 	
MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	8		basement membrane			ISO	RGD:2927 	J:155856 	
MGI:96613	Itgb4	integrin beta 4	11		basement membrane			IDA		J:116050 	
MGI:96618	Itih1	inter-alpha trypsin inhibitor, heavy chain 1	14		collagen-containing extracellular matrix	is a part of colon,is a part of colon		HDA		J:265604 	
MGI:96618	Itih1	inter-alpha trypsin inhibitor, heavy chain 1	14		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:96618	Itih1	inter-alpha trypsin inhibitor, heavy chain 1	14		extracellular matrix			IDA		J:126717 	
MGI:96619	Itih2	inter-alpha trypsin inhibitor, heavy chain 2	2		collagen-containing extracellular matrix	is a part of lung,is a part of lung		HDA		J:265604 	
MGI:96619	Itih2	inter-alpha trypsin inhibitor, heavy chain 2	2		collagen-containing extracellular matrix	is a part of colon,is a part of colon		HDA		J:265604 	
MGI:96620	Itih3	inter-alpha trypsin inhibitor, heavy chain 3	14		collagen-containing extracellular matrix	is a part of colon,is a part of colon		HDA		J:265604 	
MGI:109536	Itih4	inter alpha-trypsin inhibitor, heavy chain 4	14		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:109536	Itih4	inter alpha-trypsin inhibitor, heavy chain 4	14		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1925751	Itih5	inter-alpha (globulin) inhibitor H5	2		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1925751	Itih5	inter-alpha (globulin) inhibitor H5	2		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:1333831	Itln1	intelectin 1 (galactofuranose binding)	1		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2147606	Kazald1	Kazal-type serine peptidase inhibitor domain 1	19		extracellular matrix			IDA		J:139122 	
MGI:2147606	Kazald1	Kazal-type serine peptidase inhibitor domain 1	19		interstitial matrix			IBA	PTN000366785 	J:265628 	
MGI:2147606	Kazald1	Kazal-type serine peptidase inhibitor domain 1	19		interstitial matrix	is a part of periosteum		IDA		J:139122 	
MGI:1097705	Kng1	kininogen 1	16		collagen-containing extracellular matrix	is a part of islets of Langerhans	UniProtKB:O08677-2	HDA		J:265607 	
MGI:3027157	Kng2	kininogen 2	16		collagen-containing extracellular matrix	is a part of islets of Langerhans	UniProtKB:Q6S9I0	HDA		J:265607 	
MGI:96698	Krt1	keratin 1	15		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:109343	Lad1	ladinin	1		basement membrane			IEA	KW-0084 	J:60000 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane			IBA	PTN000832138 	J:265628 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane	is a part of embryo		IDA		J:170416 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane	is a part of embryo endoderm|is a part of embryo ectoderm|is a part of Reichert's membrane|is a part of extraembryonic ectoderm|is a part of extraembryonic endoderm|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane	is a part of urinary system		IDA		J:71108 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane	is a part of ureter,is a part of endothelial cell|is a part of ureter,is a part of epithelial cell|is a part of medullary renal tubule,is a part of endothelial cell|is a part of medullary renal tubule,is a part of epithelial cell		IDA		J:43178 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane	is a part of ureter		IDA		J:154510 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane	is a part of head of caudate nucleus		IDA		J:139122 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane	is a part of primary sex cord		IDA		J:99128 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane			IDA		J:3920 J:33512 J:42107 J:66122 J:77264 J:82761 J:103978 J:106510 J:159151 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane			ISO	P25391 	J:164563 	
MGI:99892	Lama1	laminin, alpha 1	17		basement membrane			TAS		J:37650 	
MGI:99892	Lama1	laminin, alpha 1	17		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:99892	Lama1	laminin, alpha 1	17		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:99892	Lama1	laminin, alpha 1	17		extracellular matrix	is a part of somite 08 dermomyotome|is a part of somite 09 dermomyotome|is a part of somite 10 dermomyotome|is a part of somite 11 dermomyotome|is a part of somite 12 dermomyotome		IDA		J:108443 	
MGI:99892	Lama1	laminin, alpha 1	17		extracellular matrix	is a part of mammary gland epithelium		IDA		J:28286 	
MGI:99892	Lama1	laminin, alpha 1	17		extracellular matrix			IDA		J:33512 J:76344 J:87860 J:109287 	
MGI:99892	Lama1	laminin, alpha 1	17		laminin complex			IDA		J:19321 	
MGI:99892	Lama1	laminin, alpha 1	17		laminin-1 complex			IDA		J:42107 J:124538 	
MGI:99892	Lama1	laminin, alpha 1	17		laminin-1 complex			ISO	P25391 	J:164563 	
MGI:99892	Lama1	laminin, alpha 1	17		laminin-3 complex			ISO	P25391 	J:164563 	
MGI:99912	Lama2	laminin, alpha 2	10		basement membrane			IBA	PTN000832138 	J:265628 	
MGI:99912	Lama2	laminin, alpha 2	10		basement membrane	is a part of Reichert's membrane|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:99912	Lama2	laminin, alpha 2	10		basement membrane	is a part of salivary gland		IDA		J:46802 	
MGI:99912	Lama2	laminin, alpha 2	10		basement membrane	is a part of head of caudate nucleus		IDA		J:139122 	
MGI:99912	Lama2	laminin, alpha 2	10		basement membrane	is a part of skeletal musculature		IDA		J:44761 	
MGI:99912	Lama2	laminin, alpha 2	10		basement membrane			IDA		J:42107 J:77264 	
MGI:99912	Lama2	laminin, alpha 2	10		basement membrane			ISO	P24043 	J:164563 	
MGI:99912	Lama2	laminin, alpha 2	10		collagen-containing extracellular matrix	is a part of lung,is a part of lung|is a part of colon,is a part of colon		HDA		J:265604 	
MGI:99912	Lama2	laminin, alpha 2	10		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:99909	Lama3	laminin, alpha 3	18		basement membrane			IBA	PTN000832138 	J:265628 	
MGI:99909	Lama3	laminin, alpha 3	18		basement membrane	is a part of Reichert's membrane|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:99909	Lama3	laminin, alpha 3	18		basement membrane	is a part of head of caudate nucleus,is a part of head of caudate nucleus		IDA		J:139122 	
MGI:99909	Lama3	laminin, alpha 3	18		basement membrane			IDA		J:42107 J:77264 	
MGI:99909	Lama3	laminin, alpha 3	18		collagen-containing extracellular matrix	is a part of lung,is a part of lung|is a part of colon,is a part of colon		HDA		J:265604 	
MGI:99909	Lama3	laminin, alpha 3	18		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:99909	Lama3	laminin, alpha 3	18		laminin-5 complex			IBA	PTN000742947 	J:265628 	
MGI:99909	Lama3	laminin, alpha 3	18		laminin-5 complex			IDA		J:42107 	
MGI:109321	Lama4	laminin, alpha 4	10		basement membrane	is a part of head of caudate nucleus		IDA		J:139122 	
MGI:109321	Lama4	laminin, alpha 4	10		basement membrane	is a part of capillary|is a part of arteriole|is a part of venule		IDA		J:44761 	
MGI:109321	Lama4	laminin, alpha 4	10		basement membrane	is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:109321	Lama4	laminin, alpha 4	10		basement membrane			IDA		J:43712 J:77624 	
MGI:109321	Lama4	laminin, alpha 4	10		basement membrane			ISO	Q16363 	J:164563 	
MGI:109321	Lama4	laminin, alpha 4	10		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:109321	Lama4	laminin, alpha 4	10		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane			IBA	PTN000832138 	J:265628 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane	is a part of EMAPA:28239		IDA		J:154510 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane	is a part of ureter,is a part of epithelial cell|is a part of ureter,is a part of endothelial cell|is a part of metanephros,is a part of epithelial cell|is a part of metanephros,is a part of endothelial cell|is a part of cardiovascular system,is a part of epithelial cell|is a part of cardiovascular system,is a part of endothelial cell		IDA		J:43178 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane	is a part of head of caudate nucleus		IDA		J:139122 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane	is a part of glomerular tuft		IDA		J:113125 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane	is a part of capillary|is a part of arteriole|is a part of venule		IDA		J:44761 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane	is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane	is a part of lymphatic vessel		IDA		J:185190 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane	is a part of epithelial cell		IDA		J:71478 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane			IDA		J:49764 J:60126 J:77264 J:77644 J:83570 J:84903 J:86123 	
MGI:105382	Lama5	laminin, alpha 5	2		basement membrane			ISO	O15230 	J:164563 	
MGI:105382	Lama5	laminin, alpha 5	2		collagen-containing extracellular matrix	is a part of lung,is a part of lung|is a part of colon,is a part of colon		HDA		J:265604 	
MGI:105382	Lama5	laminin, alpha 5	2		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:105382	Lama5	laminin, alpha 5	2		extracellular matrix	is a part of somite 08 dermomyotome|is a part of somite 09 dermomyotome|is a part of somite 10 dermomyotome|is a part of somite 11 dermomyotome|is a part of somite 12 dermomyotome		IDA		J:108443 	
MGI:105382	Lama5	laminin, alpha 5	2		laminin-10 complex			IPI	PR:P02468 PR:P02469 	J:43178 	
MGI:105382	Lama5	laminin, alpha 5	2		laminin-10 complex			ISO	O15230 	J:164563 	
MGI:105382	Lama5	laminin, alpha 5	2		laminin-5 complex			IBA	PTN000742947 	J:265628 	
MGI:105382	Lama5	laminin, alpha 5	2		laminin-5 complex			ISO	RGD:621023 	J:155856 	
MGI:96743	Lamb1	laminin B1	12		basement membrane	is a part of embryo		IDA		J:91048 	
MGI:96743	Lamb1	laminin B1	12		basement membrane	is a part of embryo endoderm|is a part of embryo ectoderm|is a part of Reichert's membrane|is a part of extraembryonic ectoderm|is a part of extraembryonic endoderm|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:96743	Lamb1	laminin B1	12		basement membrane	is a part of head of caudate nucleus		IDA		J:139122 	
MGI:96743	Lamb1	laminin B1	12		basement membrane	is a part of cell of skeletal muscle|is a part of capillary|is a part of arteriole|is a part of venule		IDA		J:44761 	
MGI:96743	Lamb1	laminin B1	12		basement membrane			IDA		J:3920 J:42107 J:83570 J:103978 J:132545 J:159151 	
MGI:96743	Lamb1	laminin B1	12		basement membrane			ISO	P07942 	J:164563 	
MGI:96743	Lamb1	laminin B1	12		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:96743	Lamb1	laminin B1	12		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:96743	Lamb1	laminin B1	12		collagen-containing extracellular matrix			ISO	RGD:1306311 	J:155856 	
MGI:96743	Lamb1	laminin B1	12		extracellular matrix	is a part of somite 08 dermomyotome|is a part of somite 09 dermomyotome|is a part of somite 10 dermomyotome|is a part of somite 11 dermomyotome|is a part of somite 12 dermomyotome		IDA		J:108443 	
MGI:96743	Lamb1	laminin B1	12		laminin complex			IBA	PTN000832288 	J:265628 	
MGI:96743	Lamb1	laminin B1	12		laminin complex			IDA		J:19321 	
MGI:96743	Lamb1	laminin B1	12		laminin-1 complex			IDA		J:42107 	
MGI:96743	Lamb1	laminin B1	12		laminin-1 complex			ISO	P07942 	J:164563 	
MGI:96743	Lamb1	laminin B1	12		laminin-10 complex			IPI	PR:P02468 PR:Q61001 	J:43178 	
MGI:96743	Lamb1	laminin B1	12		laminin-10 complex			ISO	P07942 	J:164563 	
MGI:96743	Lamb1	laminin B1	12		laminin-2 complex			ISO	P07942 	J:164563 	
MGI:96743	Lamb1	laminin B1	12		laminin-8 complex			ISO	P07942 	J:164563 	
MGI:99916	Lamb2	laminin, beta 2	9		basement membrane	is a part of glomerular tuft		IDA		J:27732 	
MGI:99916	Lamb2	laminin, beta 2	9		basement membrane			IDA		J:132545 	
MGI:99916	Lamb2	laminin, beta 2	9		basement membrane			ISO	P55268 	J:164563 	
MGI:99916	Lamb2	laminin, beta 2	9		collagen-containing extracellular matrix	is a part of lung,is a part of lung|is a part of colon,is a part of colon		HDA		J:265604 	
MGI:99916	Lamb2	laminin, beta 2	9		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:99916	Lamb2	laminin, beta 2	9		laminin complex			IBA	PTN000832288 	J:265628 	
MGI:99916	Lamb2	laminin, beta 2	9		laminin complex			IDA		J:19321 	
MGI:99916	Lamb2	laminin, beta 2	9		laminin-3 complex			IDA		J:163713 	
MGI:99916	Lamb2	laminin, beta 2	9		laminin-3 complex			ISO	P55268 	J:164563 	
MGI:99915	Lamb3	laminin, beta 3	1		basement membrane	is a part of EMAPA:16039		IDA		J:139122 	
MGI:99915	Lamb3	laminin, beta 3	1		basement membrane	is a part of skin		IDA		J:17618 	
MGI:99915	Lamb3	laminin, beta 3	1		basement membrane			IDA		J:42107 	
MGI:99915	Lamb3	laminin, beta 3	1		basement membrane	is a part of skin		ISS		J:17618 	
MGI:99915	Lamb3	laminin, beta 3	1		collagen-containing extracellular matrix	is a part of lung,is a part of lung|is a part of colon,is a part of colon		HDA		J:265604 	
MGI:99915	Lamb3	laminin, beta 3	1		laminin complex			IBA	PTN000832288 	J:265628 	
MGI:99915	Lamb3	laminin, beta 3	1		laminin-5 complex			IDA		J:42107 	
MGI:99914	Lamc1	laminin, gamma 1	1		basement membrane			IBA	PTN000832450 	J:265628 	
MGI:99914	Lamc1	laminin, gamma 1	1		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:99914	Lamc1	laminin, gamma 1	1		basement membrane	is a part of embryo endoderm|is a part of embryo ectoderm|is a part of Reichert's membrane|is a part of extraembryonic ectoderm|is a part of extraembryonic endoderm|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:99914	Lamc1	laminin, gamma 1	1		basement membrane	is a part of glomerular tuft		IDA		J:27732 	
MGI:99914	Lamc1	laminin, gamma 1	1		basement membrane	is a part of capillary|is a part of arteriole|is a part of venule|is a part of cell of skeletal muscle		IDA		J:44761 	
MGI:99914	Lamc1	laminin, gamma 1	1		basement membrane			IDA		J:3920 J:42107 J:77264 J:83570 	
MGI:99914	Lamc1	laminin, gamma 1	1		basement membrane			ISO	P11047 	J:164563 	
MGI:99914	Lamc1	laminin, gamma 1	1		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:99914	Lamc1	laminin, gamma 1	1		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:99914	Lamc1	laminin, gamma 1	1		collagen-containing extracellular matrix			ISO	RGD:621052 	J:155856 	
MGI:99914	Lamc1	laminin, gamma 1	1		extracellular matrix			ISO	RGD:621052 	J:155856 	
MGI:99914	Lamc1	laminin, gamma 1	1		laminin-1 complex			ISO	RGD:621052 	J:155856 	
MGI:99914	Lamc1	laminin, gamma 1	1		laminin-10 complex			IPI	PR:P02469 PR:Q61001 	J:43178 	
MGI:99913	Lamc2	laminin, gamma 2	1		basement membrane			IBA	PTN002471709 	J:265628 	
MGI:99913	Lamc2	laminin, gamma 2	1		basement membrane	is a part of Reichert's membrane|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:99913	Lamc2	laminin, gamma 2	1		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:99913	Lamc2	laminin, gamma 2	1		basement membrane			IDA		J:42107 J:73852 	
MGI:99913	Lamc2	laminin, gamma 2	1		collagen-containing extracellular matrix	is a part of lung,is a part of lung		HDA		J:265604 	
MGI:99913	Lamc2	laminin, gamma 2	1		extracellular matrix			ISO	RGD:621053 	J:155856 	
MGI:99913	Lamc2	laminin, gamma 2	1		laminin-2 complex			ISO	RGD:621053 	J:155856 	
MGI:99913	Lamc2	laminin, gamma 2	1		laminin-5 complex			IDA		J:42107 	
MGI:1344394	Lamc3	laminin gamma 3	2		basement membrane			IBA	PTN000832450 	J:265628 	
MGI:1344394	Lamc3	laminin gamma 3	2		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:96777	Lgals1	lectin, galactose binding, soluble 1	15		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:96778	Lgals3	lectin, galactose binding, soluble 3	14		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:96778	Lgals3	lectin, galactose binding, soluble 3	14		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:96778	Lgals3	lectin, galactose binding, soluble 3	14		extracellular matrix	is a part of metatarsal bone		IDA		J:100747 	
MGI:107536	Lgals4	lectin, galactose binding, soluble 4	7		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:109496	Lgals9	lectin, galactose binding, soluble 9	11		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1916114	Lgalsl	lectin, galactoside binding-like	11		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2441805	Lgr6	leucine-rich repeat-containing G protein-coupled receptor 6	1		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1915522	Lingo1	leucine rich repeat and Ig domain containing 1	9		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:2442298	Lingo2	leucine rich repeat and Ig domain containing 2	4		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:3609246	Lingo3	leucine rich repeat and Ig domain containing 3	10		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:2444651	Lingo4	leucine rich repeat and Ig domain containing 4	3		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1917611	Lman1	lectin, mannose-binding, 1	18		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:96817	Lox	lysyl oxidase	18		collagen-containing extracellular matrix	is a part of EMAPA:16728		HDA		J:265604 	
MGI:96817	Lox	lysyl oxidase	18		extracellular matrix	is a part of submandibular gland		IDA		J:44769 	
MGI:96817	Lox	lysyl oxidase	18		extracellular matrix			IDA		J:143612 J:220322 	
MGI:96817	Lox	lysyl oxidase	18		extracellular matrix			ISO	P16636 	J:73065 	
MGI:106096	Loxl1	lysyl oxidase-like 1	9		basement membrane			ISO	RGD:1308752 	J:155856 	
MGI:106096	Loxl1	lysyl oxidase-like 1	9		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:106096	Loxl1	lysyl oxidase-like 1	9		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:106096	Loxl1	lysyl oxidase-like 1	9		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:106096	Loxl1	lysyl oxidase-like 1	9		extracellular matrix			IDA		J:52170 	
MGI:106096	Loxl1	lysyl oxidase-like 1	9		extracellular matrix			ISO	Q5FWS5 	J:73065 	
MGI:2137913	Loxl2	lysyl oxidase-like 2	14		basement membrane			ISO	RGD:1308435 	J:155856 	
MGI:2137913	Loxl2	lysyl oxidase-like 2	14		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:107935	Lrig1	leucine-rich repeats and immunoglobulin-like domains 1	6		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:2443718	Lrig2	leucine-rich repeats and immunoglobulin-like domains 2	3		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:2384996	Lrrc3b	leucine rich repeat containing 3B	14		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:2684858	Lrrc3c	leucine rich repeat containing 3C	11		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1921738	Lrrc15	leucine rich repeat containing 15	16	colocalizes_with	collagen-containing extracellular matrix			ISO	Q8TF66 	J:164563 	
MGI:1921738	Lrrc15	leucine rich repeat containing 15	16		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1921761	Lrrc17	leucine rich repeat containing 17	5		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:3605040	Lrrc24	leucine rich repeat containing 24	15		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:93882	Lrrc32	leucine rich repeat containing 32	7		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:106038	Lrrn1	leucine rich repeat protein 1, neuronal	6		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:106037	Lrrn2	leucine rich repeat protein 2, neuronal	1		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:106036	Lrrn3	leucine rich repeat protein 3, neuronal	12		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:2389177	Lrrtm3	leucine rich repeat transmembrane neuronal 3	10		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:2389180	Lrrtm4	leucine rich repeat transmembrane neuronal 4	6		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		collagen-containing extracellular matrix			ISO	RGD:68379 	J:155856 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		collagen-containing extracellular matrix			ISO	Q14766 	J:164563 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		extracellular matrix			IDA		J:37693 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		extracellular matrix			ISO	Q14766 	J:164563 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		microfibril			IDA		J:151111 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		microfibril			ISO	Q14766 	J:164563 	
MGI:99502	Ltbp2	latent transforming growth factor beta binding protein 2	12		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:99502	Ltbp2	latent transforming growth factor beta binding protein 2	12		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1101355	Ltbp3	latent transforming growth factor beta binding protein 3	19		collagen-containing extracellular matrix			ISO	Q9NS15 	J:164563 	
MGI:1101355	Ltbp3	latent transforming growth factor beta binding protein 3	19		extracellular matrix			ISA	M34057 	J:24946 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		collagen-containing extracellular matrix	is a part of lung|is a part of colon	UniProtKB:Q8K4G1-2	HDA		J:265604 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		collagen-containing extracellular matrix	is a part of islets of Langerhans	UniProtKB:Q8K4G1-2	HDA		J:265607 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		collagen-containing extracellular matrix			ISO	Q8N2S1 	J:164563 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		extracellular matrix			IDA		J:78819 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		extracellular matrix			ISO	Q8N2S1 	J:164563 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		microfibril			IDA		J:151111 	
MGI:109347	Lum	lumican	10		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:109347	Lum	lumican	10		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:109347	Lum	lumican	10		extracellular matrix			IDA		J:80731 	
MGI:109347	Lum	lumican	10		extracellular matrix			ISO	RGD:620984 	J:155856 	
MGI:109347	Lum	lumican	10		fibrillar collagen trimer			ISO	P51884 	J:164563 	
MGI:1918988	Mamdc2	MAM domain containing 2	19		extracellular matrix			IDA		J:139122 	
MGI:1918988	Mamdc2	MAM domain containing 2	19		interstitial matrix	is a part of cartilage		IDA		J:139122 	
MGI:106591	Matn1	matrilin 1, cartilage matrix protein	4		collagen-containing extracellular matrix			IBA	PTN002770396 	J:265628 	
MGI:106591	Matn1	matrilin 1, cartilage matrix protein	4		extracellular matrix			IDA		J:74049 	
MGI:109613	Matn2	matrilin 2	15		basement membrane			IDA		J:150519 	
MGI:109613	Matn2	matrilin 2	15		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:109613	Matn2	matrilin 2	15		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:109613	Matn2	matrilin 2	15		collagen-containing extracellular matrix			IBA	PTN002770396 	J:265628 	
MGI:109613	Matn2	matrilin 2	15		collagen-containing extracellular matrix			IDA		J:54894 	
MGI:109613	Matn2	matrilin 2	15		extracellular matrix			IDA		J:74049 	
MGI:109613	Matn2	matrilin 2	15		matrilin complex			IPI		J:54894 	
MGI:1328350	Matn3	matrilin 3	12		collagen-containing extracellular matrix			IBA	PTN002770396 	J:265628 	
MGI:1328350	Matn3	matrilin 3	12		collagen-containing extracellular matrix			IDA		J:60310 	
MGI:1328350	Matn3	matrilin 3	12		extracellular matrix			IDA		J:74049 	
MGI:1328350	Matn3	matrilin 3	12		matrilin complex			IPI		J:60310 	
MGI:1328314	Matn4	matrilin 4	2		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1328314	Matn4	matrilin 4	2		collagen-containing extracellular matrix			IBA	PTN002770396 	J:265628 	
MGI:1328314	Matn4	matrilin 4	2		collagen-containing extracellular matrix			IDA		J:69493 	
MGI:1328314	Matn4	matrilin 4	2		matrilin complex			IPI		J:69493 	
